BULTEN_NO,BT_BILG_MASAUSTU,BT_BILG_DIZUSTU,BT_TABLET,BT_TEL_CEP,BT_DIGER_CIHAZ,SON_KULLANIM_ETICARET,YAS,hane_aylik_gelir_grp_5,E_TICARET_YAPTI_MI
103310,2,1,2,1,1,90.0,31,4,0
103310,2,1,2,1,1,1.0,30,4,1
10342,2,1,2,1,2,90.0,60,3,0
10342,2,1,2,1,2,1.0,25,3,1
10342,2,1,2,1,2,90.0,57,3,0
10342,2,1,2,1,2,1.0,22,3,1
10343,2,2,2,1,2,90.0,47,2,0
10343,2,2,2,1,2,90.0,45,2,0
10343,2,2,2,1,2,1.0,22,2,1
10344,2,1,2,1,2,1.0,34,1,1
10345,2,1,1,1,1,1.0,30,4,1
10346,2,1,2,1,2,1.0,60,2,1
10347,2,1,2,1,2,90.0,50,2,0
10347,2,1,2,1,2,1.0,23,2,1
10348,2,1,2,1,2,90.0,50,3,0
10348,2,1,2,1,2,1.0,43,3,1
10349,2,1,2,1,2,2.0,29,5,1
10349,2,1,2,1,2,1.0,23,5,1
10349,2,1,2,1,2,1.0,25,5,1
10349,2,1,2,1,2,90.0,20,5,0
10349,2,1,2,1,2,1.0,24,5,1
10351,2,2,2,1,2,90.0,52,2,0
10351,2,2,2,1,2,90.0,35,2,0
10352,2,2,2,1,2,90.0,62,1,0
10353,2,1,2,1,2,1.0,52,5,1
10353,2,1,2,1,2,3.0,49,5,1
10353,2,1,2,1,2,3.0,48,5,1
10354,2,2,1,1,2,90.0,34,3,0
10354,2,2,1,1,2,2.0,42,3,1
10354,2,2,1,1,2,90.0,45,3,0
10354,2,2,1,1,2,90.0,47,3,0
10354,2,2,1,1,2,90.0,35,3,0
10358,2,1,1,1,2,3.0,48,4,1
10358,2,1,1,1,2,2.0,17,4,1
10358,2,1,1,1,2,90.0,48,4,0
10361,2,1,2,1,2,90.0,64,5,0
10361,2,1,2,1,2,1.0,18,5,1
10361,2,1,2,1,2,90.0,51,5,0
10362,2,2,2,1,2,90.0,34,2,0
10362,2,2,2,1,2,2.0,33,2,1
10363,2,2,2,1,2,90.0,45,3,0
10364,2,2,2,1,2,90.0,54,4,0
10364,2,2,2,1,2,90.0,51,4,0
10364,2,2,2,1,2,3.0,46,4,1
10365,2,1,2,1,2,1.0,34,3,1
10365,2,1,2,1,2,1.0,34,3,1
10367,2,2,2,1,2,3.0,67,1,1
10368,2,1,1,1,2,90.0,50,4,0
10368,2,1,1,1,2,90.0,46,4,0
10369,2,1,2,1,2,1.0,35,3,1
10369,2,1,2,1,2,1.0,30,3,1
10371,1,1,2,1,1,90.0,68,5,0
10371,1,1,2,1,1,1.0,25,5,1
10371,1,1,2,1,1,2.0,21,5,1
10371,1,1,2,1,1,90.0,53,5,0
10371,1,1,2,1,1,1.0,31,5,1
10372,1,1,2,1,2,1.0,48,4,1
10372,1,1,2,1,2,1.0,45,4,1
10372,1,1,2,1,2,1.0,22,4,1
10372,1,1,2,1,2,1.0,17,4,1
10373,2,2,2,1,2,1.0,35,2,1
10373,2,2,2,1,2,90.0,33,2,0
10374,2,2,2,1,2,1.0,39,2,1
10374,2,2,2,1,2,1.0,16,2,1
10374,2,2,2,1,2,90.0,44,2,0
10375,2,1,1,1,1,3.0,52,5,1
10375,2,1,1,1,1,1.0,23,5,1
10375,2,1,1,1,1,90.0,49,5,0
10376,2,2,2,1,2,90.0,71,2,0
10378,2,2,2,1,2,1.0,31,2,1
10378,2,2,2,1,2,90.0,43,2,0
10378,2,2,2,1,2,1.0,38,2,1
10379,2,2,2,1,2,90.0,55,2,0
10379,2,2,2,1,2,90.0,31,2,0
10379,2,2,2,1,2,1.0,20,2,1
103710,1,2,2,1,2,90.0,45,4,0
103710,1,2,2,1,2,2.0,18,4,1
103710,1,2,2,1,2,1.0,44,4,1
10381,2,1,1,1,1,1.0,53,4,1
10381,2,1,1,1,1,1.0,25,4,1
10381,2,1,1,1,1,90.0,50,4,0
10382,2,1,1,1,2,90.0,49,2,0
10382,2,1,1,1,2,2.0,40,2,1
10383,2,2,2,1,2,90.0,70,2,0
10384,1,1,2,1,1,2.0,55,5,1
10384,1,1,2,1,1,90.0,16,5,0
10384,1,1,2,1,1,90.0,16,5,0
10384,1,1,2,1,1,90.0,45,5,0
10385,2,2,1,1,1,1.0,34,3,1
10385,2,2,1,1,1,2.0,32,3,1
10386,1,1,2,1,2,90.0,68,5,0
10386,1,1,2,1,2,1.0,37,5,1
10386,1,1,2,1,2,1.0,67,5,1
10386,1,1,2,1,2,1.0,42,5,1
10387,2,1,2,1,1,1.0,42,5,1
10387,2,1,2,1,1,1.0,31,5,1
10388,2,2,2,1,2,1.0,42,2,1
10389,2,2,2,1,2,1.0,35,2,1
10389,2,2,2,1,2,90.0,37,2,0
103810,2,1,2,1,1,1.0,46,5,1
103810,2,1,2,1,1,2.0,20,5,1
103810,2,1,2,1,1,1.0,16,5,1
103810,2,1,2,1,1,1.0,39,5,1
10391,1,1,1,1,1,1.0,46,4,1
10391,1,1,1,1,1,1.0,43,4,1
10392,2,2,2,1,2,1.0,52,3,1
10392,2,2,2,1,2,1.0,50,3,1
10392,2,2,2,1,2,1.0,21,3,1
10393,2,2,2,1,2,90.0,69,2,0
10394,2,1,2,1,2,1.0,32,4,1
10395,1,1,2,1,1,1.0,49,2,1
10395,1,1,2,1,1,2.0,22,2,1
10395,1,1,2,1,1,1.0,19,2,1
10395,1,1,2,1,1,2.0,50,2,1
10396,1,1,1,1,2,1.0,38,4,1
10396,1,1,1,1,2,90.0,63,4,0
10396,1,1,1,1,2,1.0,42,4,1
10397,2,1,2,1,2,90.0,55,3,0
10397,2,1,2,1,2,1.0,20,3,1
10397,2,1,2,1,2,90.0,48,3,0
10398,2,1,1,1,1,2.0,43,4,1
10398,2,1,1,1,1,1.0,35,4,1
10399,2,2,1,1,1,90.0,49,4,0
10399,2,2,1,1,1,1.0,44,4,1
103910,2,1,1,1,1,90.0,50,5,0
103910,2,1,1,1,1,1.0,34,5,1
10402,2,2,2,1,1,1.0,42,4,1
10402,2,2,2,1,1,1.0,16,4,1
10404,2,2,2,1,2,90.0,49,4,0
10404,2,2,2,1,2,1.0,22,4,1
10404,2,2,2,1,2,1.0,47,4,1
10404,2,2,2,1,2,2.0,17,4,1
10406,1,2,2,1,1,1.0,41,3,1
10406,1,2,2,1,1,1.0,35,3,1
10406,1,2,2,1,1,1.0,16,3,1
10407,2,1,1,1,1,2.0,48,3,1
10407,2,1,1,1,1,1.0,16,3,1
10407,2,1,1,1,1,1.0,46,3,1
10408,2,2,2,1,2,90.0,67,1,0
10408,2,2,2,1,2,90.0,66,1,0
10409,2,1,2,1,1,2.0,63,1,1
10409,2,1,2,1,1,2.0,55,1,1
104010,2,1,2,1,1,1.0,34,5,1
10411,1,2,2,1,1,1.0,42,3,1
10411,1,2,2,1,1,1.0,31,3,1
10412,2,1,1,1,2,1.0,52,2,1
10414,1,2,2,1,1,1.0,52,4,1
10414,1,2,2,1,1,1.0,44,4,1
10414,1,2,2,1,1,1.0,22,4,1
10415,2,1,2,1,2,1.0,62,3,1
10415,2,1,2,1,2,90.0,51,3,0
10417,2,1,1,1,1,2.0,39,3,1
10417,2,1,1,1,1,1.0,33,3,1
10418,2,1,2,1,1,1.0,31,5,1
10419,1,1,1,1,1,1.0,55,5,1
10419,1,1,1,1,1,1.0,53,5,1
10419,1,1,1,1,1,1.0,22,5,1
104110,2,2,2,1,1,90.0,56,1,0
104110,2,2,2,1,1,2.0,30,1,1
104110,2,2,2,1,1,90.0,48,1,0
10421,2,2,2,1,2,90.0,47,3,0
10422,2,1,2,1,1,90.0,54,3,0
10422,2,1,2,1,1,1.0,22,3,1
10422,2,1,2,1,1,90.0,50,3,0
10422,2,1,2,1,1,1.0,28,3,1
10423,2,2,1,1,2,90.0,46,5,0
10423,2,2,1,1,2,90.0,35,5,0
10424,1,2,2,1,2,90.0,59,5,0
10424,1,2,2,1,2,1.0,26,5,1
10424,1,2,2,1,2,90.0,57,5,0
10424,1,2,2,1,2,1.0,25,5,1
10425,2,2,1,1,2,1.0,43,1,1
10425,2,2,1,1,2,90.0,35,1,0
10425,2,2,1,1,2,1.0,16,1,1
10426,2,1,2,1,1,1.0,61,4,1
10427,2,2,2,1,2,1.0,48,2,1
10427,2,2,2,1,2,90.0,40,2,0
10428,2,2,1,1,2,90.0,58,2,0
10428,2,2,1,1,2,90.0,35,2,0
10429,2,1,2,1,1,1.0,47,5,1
10429,2,1,2,1,1,2.0,43,5,1
10429,2,1,2,1,1,1.0,21,5,1
10429,2,1,2,1,1,2.0,19,5,1
104210,2,1,2,1,1,90.0,48,5,0
104210,2,1,2,1,1,1.0,30,5,1
104210,2,1,2,1,1,1.0,28,5,1
10431,2,1,1,1,2,2.0,46,3,1
10431,2,1,1,1,2,1.0,29,3,1
10432,2,1,2,1,2,1.0,54,2,1
10432,2,1,2,1,2,1.0,32,2,1
10433,2,1,2,1,2,90.0,58,5,0
10433,2,1,2,1,2,1.0,29,5,1
10433,2,1,2,1,2,90.0,57,5,0
10433,2,1,2,1,2,1.0,22,5,1
10434,2,1,1,1,2,1.0,44,3,1
10434,2,1,1,1,2,1.0,33,3,1
10435,2,1,2,1,1,90.0,55,4,0
10435,2,1,2,1,1,1.0,20,4,1
10435,2,1,2,1,1,90.0,49,4,0
10435,2,1,2,1,1,1.0,18,4,1
10436,2,2,1,1,2,90.0,41,4,0
10436,2,2,1,1,2,1.0,40,4,1
10439,2,2,1,1,1,2.0,68,3,1
10439,2,2,1,1,1,1.0,16,3,1
104310,2,1,2,1,1,1.0,49,2,1
104310,2,1,2,1,1,90.0,43,2,0
10441,2,1,1,1,2,90.0,47,5,0
10441,2,1,1,1,2,1.0,20,5,1
10441,2,1,1,1,2,1.0,23,5,1
10441,2,1,1,1,2,1.0,42,5,1
10442,1,2,1,1,1,2.0,48,2,1
10442,1,2,1,1,1,1.0,43,2,1
10443,2,2,2,1,2,1.0,57,1,1
10444,2,1,2,1,1,1.0,52,4,1
10445,2,2,1,1,2,90.0,70,3,0
10445,2,2,1,1,2,90.0,69,3,0
10446,2,1,2,1,1,1.0,67,4,1
10446,2,1,2,1,1,1.0,38,4,1
10447,2,2,2,1,2,90.0,73,4,0
10447,2,2,2,1,2,3.0,45,4,1
10449,2,1,1,1,1,1.0,39,5,1
10449,2,1,1,1,1,1.0,33,5,1
10451,2,1,2,1,1,90.0,62,5,0
10451,2,1,2,1,1,1.0,58,5,1
10451,2,1,2,1,1,1.0,25,5,1
10451,2,1,2,1,1,1.0,23,5,1
10451,2,1,2,1,1,1.0,27,5,1
10452,1,1,1,1,2,90.0,55,3,0
10452,1,1,1,1,2,1.0,19,3,1
10452,1,1,1,1,2,1.0,49,3,1
10453,2,1,1,1,2,90.0,44,1,0
10453,2,1,1,1,2,1.0,39,1,1
10453,2,1,1,1,2,1.0,16,1,1
10454,2,2,2,1,2,90.0,51,2,0
10454,2,2,2,1,2,90.0,46,2,0
10454,2,2,2,1,2,1.0,18,2,1
10455,2,1,1,1,2,90.0,38,3,0
10455,2,1,1,1,2,1.0,35,3,1
10456,2,2,2,1,2,90.0,56,2,0
10456,2,2,2,1,2,1.0,25,2,1
10456,2,2,2,1,2,3.0,51,2,1
10456,2,2,2,1,2,1.0,20,2,1
10457,2,1,2,1,1,90.0,49,5,0
10457,2,1,2,1,1,1.0,46,5,1
10457,2,1,2,1,1,1.0,18,5,1
10459,2,1,2,1,2,90.0,47,2,0
10459,2,1,2,1,2,1.0,38,2,1
104510,2,1,2,1,2,90.0,52,4,0
104510,2,1,2,1,2,1.0,26,4,1
10461,2,1,2,1,1,1.0,33,2,1
10461,2,1,2,1,1,1.0,30,2,1
10462,2,1,1,1,1,1.0,41,4,1
10462,2,1,1,1,1,1.0,38,4,1
10463,2,1,1,1,1,1.0,42,5,1
10463,2,1,1,1,1,1.0,44,5,1
10466,2,2,2,1,1,1.0,32,4,1
10466,2,2,2,1,1,1.0,29,4,1
10468,2,1,2,1,1,1.0,31,5,1
10468,2,1,2,1,1,1.0,31,5,1
10469,2,2,2,1,2,90.0,58,1,0
10469,2,2,2,1,2,90.0,55,1,0
10469,2,2,2,1,2,1.0,24,1,1
104610,2,1,2,1,2,90.0,62,4,0
104610,2,1,2,1,2,1.0,44,4,1
10471,2,1,2,1,1,1.0,72,5,1
10471,2,1,2,1,1,1.0,65,5,1
10472,2,2,2,1,2,1.0,45,2,1
10473,1,1,1,1,1,1.0,45,5,1
10474,2,2,1,1,2,90.0,34,5,0
10474,2,2,1,1,2,1.0,33,5,1
10475,1,1,1,1,1,1.0,39,4,1
10476,2,1,2,1,1,1.0,53,5,1
10476,2,1,2,1,1,1.0,47,5,1
10476,2,1,2,1,1,1.0,18,5,1
10477,2,1,1,1,2,1.0,54,5,1
10478,2,1,1,1,1,1.0,24,3,1
10479,1,1,1,1,1,1.0,26,2,1
10479,1,1,1,1,1,1.0,21,2,1
104710,2,1,1,1,1,1.0,44,5,1
104710,2,1,1,1,1,1.0,43,5,1
10481,1,1,2,1,1,90.0,52,2,0
10481,1,1,2,1,1,1.0,20,2,1
10481,1,1,2,1,1,90.0,50,2,0
10482,1,1,1,1,1,1.0,48,2,1
10482,1,1,1,1,1,90.0,20,2,0
10482,1,1,1,1,1,90.0,45,2,0
10482,1,1,1,1,1,1.0,23,2,1
10483,2,1,2,1,2,1.0,31,2,1
10483,2,1,2,1,2,1.0,30,2,1
10484,2,2,2,1,1,1.0,50,3,1
10484,2,2,2,1,1,1.0,26,3,1
10484,2,2,2,1,1,1.0,27,3,1
10485,2,1,2,1,1,90.0,52,5,0
10485,2,1,2,1,1,90.0,27,5,0
10485,2,1,2,1,1,1.0,25,5,1
10485,2,1,2,1,1,1.0,29,5,1
10486,1,2,2,1,1,1.0,41,2,1
10486,1,2,2,1,1,1.0,34,2,1
10487,2,2,2,1,2,90.0,32,2,0
10487,2,2,2,1,2,90.0,30,2,0
10488,2,2,2,1,2,90.0,37,2,0
10489,2,2,2,1,1,1.0,36,2,1
10489,2,2,2,1,1,90.0,42,2,0
104810,2,2,2,1,1,90.0,55,2,0
104810,2,2,2,1,1,1.0,55,2,1
104810,2,2,2,1,1,1.0,22,2,1
104810,2,2,2,1,1,1.0,20,2,1
104810,2,2,2,1,1,1.0,24,2,1
10491,1,1,1,1,1,1.0,32,2,1
10491,1,1,1,1,1,1.0,28,2,1
10492,2,1,1,1,1,90.0,31,2,0
10492,2,1,1,1,1,90.0,28,2,0
10493,1,2,1,1,1,1.0,39,5,1
10493,1,2,1,1,1,1.0,37,5,1
10494,2,2,2,1,1,90.0,45,2,0
10495,2,1,2,1,1,1.0,25,3,1
10495,2,1,2,1,1,90.0,21,3,0
10496,1,2,2,1,2,90.0,49,2,0
10497,2,2,1,1,1,90.0,47,2,0
10497,2,2,1,1,1,90.0,43,2,0
10497,2,2,1,1,1,1.0,24,2,1
10498,2,1,1,1,2,90.0,22,2,0
10499,2,1,1,1,2,90.0,48,2,0
10499,2,1,1,1,2,90.0,46,2,0
10499,2,1,1,1,2,1.0,22,2,1
104910,2,2,2,1,1,90.0,38,4,0
104910,2,2,2,1,1,90.0,23,4,0
10501,2,1,2,1,2,90.0,58,3,0
10501,2,1,2,1,2,1.0,27,3,1
10501,2,1,2,1,2,90.0,18,3,0
10501,2,1,2,1,2,90.0,56,3,0
10502,2,2,2,1,2,90.0,62,2,0
10503,2,2,2,1,2,90.0,33,2,0
10503,2,2,2,1,2,1.0,27,2,1
10505,2,2,2,1,2,90.0,62,1,0
10506,2,2,2,1,1,90.0,30,2,0
10507,2,2,2,1,1,90.0,35,2,0
10507,2,2,2,1,1,1.0,26,2,1
10508,2,2,2,1,2,90.0,33,2,0
10509,1,2,2,1,2,90.0,41,2,0
10509,1,2,2,1,2,1.0,18,2,1
10509,1,2,2,1,2,90.0,37,2,0
105010,2,2,1,1,2,90.0,42,2,0
105010,2,2,1,1,2,90.0,34,2,0
10511,1,1,2,1,1,1.0,51,5,1
10512,2,1,2,1,1,1.0,29,5,1
10512,2,1,2,1,1,1.0,30,5,1
10513,2,1,2,1,1,1.0,29,5,1
10513,2,1,2,1,1,1.0,30,5,1
10514,1,2,2,1,1,90.0,51,3,0
10514,1,2,2,1,1,1.0,16,3,1
10514,1,2,2,1,1,1.0,50,3,1
10514,1,2,2,1,1,1.0,16,3,1
10514,1,2,2,1,1,1.0,23,3,1
10515,2,1,2,1,2,1.0,31,3,1
10517,2,1,1,1,2,90.0,69,5,0
10517,2,1,1,1,2,90.0,62,5,0
10517,2,1,1,1,2,2.0,42,5,1
10518,2,1,1,1,1,90.0,44,3,0
10518,2,1,1,1,1,1.0,37,3,1
10518,2,1,1,1,1,3.0,18,3,1
10519,2,2,1,1,1,90.0,66,5,0
10519,2,2,1,1,1,90.0,66,5,0
10519,2,2,1,1,1,1.0,16,5,1
10519,2,2,1,1,1,1.0,41,5,1
10519,2,2,1,1,1,1.0,18,5,1
10519,2,2,1,1,1,1.0,24,5,1
105110,1,2,1,1,1,90.0,65,4,0
105110,1,2,1,1,1,1.0,37,4,1
10521,2,1,2,1,1,90.0,61,2,0
10521,2,1,2,1,1,90.0,60,2,0
10521,2,1,2,1,1,1.0,33,2,1
10523,2,2,2,1,1,90.0,37,2,0
10523,2,2,2,1,1,90.0,33,2,0
10524,2,2,2,1,2,90.0,59,4,0
10525,2,2,2,1,2,2.0,32,3,1
10525,2,2,2,1,2,90.0,51,3,0
10528,2,1,2,1,1,1.0,34,4,1
10528,2,1,2,1,1,1.0,30,4,1
10529,2,1,1,1,1,1.0,41,4,1
105210,2,1,1,1,2,1.0,44,5,1
105210,2,1,1,1,2,2.0,42,5,1
10531,2,1,2,1,1,90.0,53,3,0
10531,2,1,2,1,1,1.0,24,3,1
10531,2,1,2,1,1,1.0,28,3,1
10532,2,2,2,1,2,90.0,37,2,0
10533,2,1,1,1,1,90.0,37,4,0
10533,2,1,1,1,1,1.0,29,4,1
10535,2,2,1,1,2,90.0,44,1,0
10536,2,2,2,1,2,90.0,41,2,0
10536,2,2,2,1,2,90.0,41,2,0
10537,2,2,2,1,2,1.0,26,2,1
10537,2,2,2,1,2,1.0,24,2,1
10538,2,2,2,1,2,90.0,54,2,0
10538,2,2,2,1,2,90.0,49,2,0
10538,2,2,2,1,2,1.0,17,2,1
10539,2,1,2,1,2,90.0,44,3,0
10539,2,1,2,1,2,1.0,17,3,1
10539,2,1,2,1,2,1.0,43,3,1
105310,2,1,2,1,2,1.0,29,2,1
105310,2,1,2,1,2,1.0,28,2,1
10541,1,2,2,1,2,90.0,68,3,0
10541,1,2,2,1,2,90.0,59,3,0
10543,2,1,1,1,1,1.0,34,3,1
10543,2,1,1,1,1,1.0,25,3,1
10544,2,1,2,1,1,1.0,46,4,1
10544,2,1,2,1,1,1.0,27,4,1
10545,2,1,2,1,1,1.0,31,3,1
10546,2,2,2,1,2,1.0,47,2,1
10548,2,1,2,1,2,1.0,30,3,1
10548,2,1,2,1,2,1.0,27,3,1
10549,2,2,2,1,1,90.0,57,5,0
10549,2,2,2,1,1,90.0,57,5,0
105410,2,2,2,1,2,90.0,46,4,0
105410,2,2,2,1,2,90.0,44,4,0
10551,2,1,2,1,1,1.0,30,5,1
10551,2,1,2,1,1,1.0,29,5,1
10552,2,1,1,1,1,1.0,17,4,1
10552,2,1,1,1,1,1.0,35,4,1
10552,2,1,1,1,1,1.0,43,4,1
10553,2,2,2,1,2,1.0,54,5,1
10555,2,1,2,1,2,90.0,58,2,0
10556,2,1,2,1,2,1.0,40,5,1
10556,2,1,2,1,2,1.0,39,5,1
10557,2,2,1,1,2,90.0,53,5,0
10557,2,2,1,1,2,1.0,24,5,1
10558,2,1,2,1,1,90.0,57,5,0
10558,2,1,2,1,1,1.0,36,5,1
10558,2,1,2,1,1,1.0,33,5,1
10559,2,1,2,1,2,90.0,53,5,0
10559,2,1,2,1,2,1.0,49,5,1
10559,2,1,2,1,2,90.0,17,5,0
105510,2,2,2,1,2,90.0,66,5,0
10561,2,2,2,1,2,90.0,56,2,0
10561,2,2,2,1,2,1.0,19,2,1
10563,2,2,2,1,2,1.0,36,4,1
10563,2,2,2,1,2,1.0,35,4,1
10565,2,2,1,1,1,90.0,43,3,0
10565,2,2,1,1,1,1.0,35,3,1
10566,2,2,2,1,1,90.0,55,4,0
10566,2,2,2,1,1,1.0,27,4,1
10566,2,2,2,1,1,1.0,30,4,1
10567,2,2,2,1,2,90.0,56,1,0
10567,2,2,2,1,2,90.0,55,1,0
10568,2,2,1,1,2,1.0,34,5,1
10569,2,1,1,1,1,90.0,56,5,0
10569,2,1,1,1,1,90.0,53,5,0
10569,2,1,1,1,1,1.0,25,5,1
105610,2,1,1,1,1,1.0,56,5,1
105610,2,1,1,1,1,1.0,24,5,1
105610,2,1,1,1,1,90.0,51,5,0
105610,2,1,1,1,1,1.0,29,5,1
10571,1,2,2,1,1,1.0,42,2,1
10571,1,2,2,1,1,1.0,17,2,1
10571,1,2,2,1,1,1.0,36,2,1
10572,2,1,2,1,1,1.0,37,5,1
10572,2,1,2,1,1,1.0,28,5,1
10573,2,1,2,1,2,2.0,55,5,1
10573,2,1,2,1,2,1.0,53,5,1
10574,2,2,2,1,2,1.0,31,2,1
10574,2,2,2,1,2,1.0,27,2,1
10576,1,2,2,1,1,90.0,61,2,0
10576,1,2,2,1,1,1.0,34,2,1
10578,2,2,2,1,1,90.0,48,1,0
10579,2,2,2,1,2,1.0,41,2,1
105710,2,2,2,1,1,2.0,59,3,1
105710,2,2,2,1,1,3.0,32,3,1
105710,2,2,2,1,1,1.0,26,3,1
10581,2,1,1,1,2,1.0,43,4,1
10581,2,1,1,1,2,1.0,50,4,1
10582,2,1,2,1,2,90.0,71,4,0
10583,2,1,1,1,1,1.0,37,5,1
10583,2,1,1,1,1,1.0,36,5,1
10584,2,1,2,1,1,1.0,69,5,1
10586,2,2,2,1,2,1.0,60,1,1
10587,2,1,2,1,2,90.0,69,3,0
10588,1,1,2,1,2,90.0,50,2,0
10588,1,1,2,1,2,1.0,46,2,1
10588,1,1,2,1,2,1.0,20,2,1
10589,2,1,2,1,2,90.0,57,1,0
10589,2,1,2,1,2,90.0,49,1,0
10589,2,1,2,1,2,1.0,30,1,1
10589,2,1,2,1,2,1.0,28,1,1
105810,1,1,1,1,1,1.0,54,5,1
105810,1,1,1,1,1,1.0,45,5,1
105810,1,1,1,1,1,1.0,22,5,1
10591,1,1,2,1,1,1.0,29,5,1
10591,1,1,2,1,1,1.0,28,5,1
10592,2,1,1,1,1,1.0,62,5,1
10592,2,1,1,1,1,1.0,26,5,1
10593,2,2,2,1,1,90.0,72,4,0
10594,2,1,2,1,1,1.0,40,2,1
10594,2,1,2,1,1,2.0,36,2,1
10595,2,2,2,1,1,2.0,30,2,1
10595,2,2,2,1,1,90.0,27,2,0
10596,2,2,1,1,1,2.0,51,4,1
10597,2,2,2,1,2,90.0,70,5,0
10597,2,2,2,1,2,1.0,66,5,1
10598,2,1,1,1,2,1.0,51,5,1
10598,2,1,1,1,2,1.0,43,5,1
10599,2,1,1,1,1,1.0,44,5,1
10599,2,1,1,1,1,1.0,39,5,1
10602,1,1,1,1,1,1.0,61,5,1
10602,1,1,1,1,1,1.0,56,5,1
10603,2,1,1,1,1,2.0,50,5,1
10603,2,1,1,1,1,1.0,46,5,1
10608,2,1,2,1,1,1.0,48,3,1
10609,2,1,1,1,1,1.0,62,5,1
10609,2,1,1,1,1,1.0,34,5,1
10609,2,1,1,1,1,1.0,30,5,1
10609,2,1,1,1,1,1.0,53,5,1
106010,2,1,1,1,1,1.0,47,2,1
106010,2,1,1,1,1,1.0,43,2,1
10611,2,1,2,1,2,90.0,70,5,0
10611,2,1,2,1,2,1.0,50,5,1
10611,2,1,2,1,2,90.0,50,5,0
10612,2,1,1,1,1,3.0,32,5,1
10612,2,1,1,1,1,2.0,20,5,1
10612,2,1,1,1,1,1.0,41,5,1
10613,2,1,2,1,1,1.0,30,4,1
10614,2,1,2,1,1,1.0,42,4,1
10614,2,1,2,1,1,90.0,42,4,0
10615,2,1,1,1,1,1.0,69,4,1
10615,2,1,1,1,1,1.0,34,4,1
10615,2,1,1,1,1,90.0,61,4,0
10617,1,1,1,1,1,1.0,50,4,1
10618,2,1,2,1,2,2.0,18,4,1
10618,2,1,2,1,2,3.0,52,4,1
10619,1,1,2,1,1,1.0,43,3,1
106110,2,2,2,1,2,90.0,65,2,0
10621,2,1,2,1,1,1.0,47,5,1
10621,2,1,2,1,1,1.0,47,5,1
10622,2,2,2,1,2,90.0,42,2,0
10623,1,2,2,1,1,3.0,38,4,1
10623,1,2,2,1,1,1.0,38,4,1
10624,2,1,1,1,2,1.0,65,4,1
10624,2,1,1,1,2,2.0,55,4,1
10625,2,1,2,1,2,1.0,41,3,1
10625,2,1,2,1,2,90.0,43,3,0
10626,2,2,1,1,1,1.0,70,4,1
10626,2,2,1,1,1,90.0,68,4,0
10627,2,2,2,1,2,90.0,41,4,0
10627,2,2,2,1,2,1.0,37,4,1
10628,2,1,2,1,1,1.0,65,2,1
10628,2,1,2,1,1,1.0,57,2,1
106210,2,1,2,1,2,90.0,61,2,0
106210,2,1,2,1,2,90.0,59,2,0
10631,1,1,1,1,2,1.0,36,4,1
10631,1,1,1,1,2,1.0,36,4,1
10632,2,1,2,1,2,1.0,41,3,1
10632,2,1,2,1,2,2.0,41,3,1
10632,2,1,2,1,2,1.0,19,3,1
10633,2,2,2,1,2,2.0,35,5,1
10634,2,1,2,1,2,1.0,52,2,1
10634,2,1,2,1,2,1.0,23,2,1
10635,2,1,2,1,2,90.0,54,2,0
10635,2,1,2,1,2,90.0,53,2,0
10635,2,1,2,1,2,1.0,22,2,1
10636,1,1,1,1,2,1.0,46,5,1
10636,1,1,1,1,2,1.0,20,5,1
10637,2,2,2,1,2,1.0,56,3,1
10638,2,2,2,1,2,90.0,54,5,0
10638,2,2,2,1,2,1.0,25,5,1
10638,2,2,2,1,2,1.0,29,5,1
10638,2,2,2,1,2,90.0,53,5,0
10639,2,1,2,1,2,2.0,33,3,1
10639,2,1,2,1,2,2.0,42,3,1
10639,2,1,2,1,2,90.0,40,3,0
106310,2,1,1,1,2,1.0,51,5,1
106310,2,1,1,1,2,1.0,48,5,1
10642,2,2,2,1,2,90.0,59,1,0
10644,1,2,2,1,1,1.0,43,4,1
10644,1,2,2,1,1,3.0,38,4,1
10645,2,1,1,1,2,1.0,69,5,1
10645,2,1,1,1,2,90.0,45,5,0
10645,2,1,1,1,2,90.0,40,5,0
10646,2,2,2,1,2,90.0,71,2,0
10647,2,1,1,1,2,90.0,54,3,0
10647,2,1,1,1,2,1.0,43,3,1
10647,2,1,1,1,2,1.0,20,3,1
10648,2,1,2,1,2,90.0,49,5,0
10648,2,1,2,1,2,1.0,28,5,1
10648,2,1,2,1,2,1.0,21,5,1
10648,2,1,2,1,2,1.0,30,5,1
106410,2,1,2,1,2,1.0,41,3,1
106410,2,1,2,1,2,2.0,37,3,1
10651,1,1,2,1,2,90.0,23,5,0
10651,1,1,2,1,2,1.0,49,5,1
10651,1,1,2,1,2,1.0,46,5,1
10652,2,1,1,1,1,1.0,41,4,1
10652,2,1,1,1,1,2.0,40,4,1
10654,2,2,1,1,1,1.0,55,1,1
10654,2,2,1,1,1,90.0,50,1,0
10655,2,1,1,1,1,90.0,65,3,0
10655,2,1,1,1,1,90.0,58,3,0
10656,1,1,2,1,1,1.0,50,4,1
10657,2,2,2,1,2,1.0,46,4,1
10658,2,1,2,1,2,1.0,38,5,1
10658,2,1,2,1,2,1.0,27,5,1
10659,2,1,1,1,1,1.0,31,5,1
10659,2,1,1,1,1,1.0,31,5,1
106510,2,1,2,1,1,1.0,42,5,1
106510,2,1,2,1,1,90.0,47,5,0
